identifier,file,description,title,creator,date,adaptive_ocr,better_pdf,mediatype,pinpoint,internet_archive
CBSA_A-2021-03151,atip-files/CBSA ATIPS/CBSA_A-2021-03151.pdf,"A list from August 1, 2020 to February 11, 2021, of all monthly reports, digest reports, other reports, evaluations, studies, and analyzes commissioned internally or externally by the Criminal Intelligence Sector and Targeting Sector of the Canada Border Services Agency.

Une liste, du 1er août 2020 au 11 février 2021, de tous les rapports mensuels, rapports condensés, autres rapports, évaluations, études et analyses commandés à l’interne ou à l’externe par le secteur du renseignement criminel et le secteur du ciblage de l’Agence des services frontaliers du Canada.",A-2021-03151,Canada Border Services Agency | Agence des services frontaliers du Canada,2021-08,TRUE,TRUE,text,TRUE,TRUE
CBSA_A-2021-03153,atip-files/CBSA ATIPS/CBSA_A-2021-03153.pdf,"A list from February 1 to 28, 2021, of Briefing Notes for the President of the Canada Border Services Agency and the Minister of Public Safety and Emergency Preparedness, Bill Blair.

Liste des notes d’information à l’intention du président de l’Agence des services frontaliers du Canada et du ministre de la Sécurité publique et de la Protection civile, Bill Blair, pour la période du 1er au 28 février 2021.",A-2021-03153,Canada Border Services Agency | Agence des services frontaliers du Canada,2021-04,TRUE,TRUE,text,TRUE,TRUE
CBSA_A-2021-03155,atip-files/CBSA ATIPS/CBSA_A-2021-03155.pdf,"A list from December 1, 2020 to January 31, 2021, of Briefing Notes prepared for the Minister of Public Safety and Emergency Preparedness or the President of the Canada Border Services Agency.

La liste des notes d’information produites à l’intention du ministre de la Sécurité publique et de la Protection civile et du président de l’Agence des services frontaliers du Canada pour la période du 1er décembre 2020 au 31 janvier 2021.",A-2021-03155,Canada Border Services Agency | Agence des services frontaliers du Canada,2021-03,TRUE,TRUE,text,TRUE,TRUE
CBSA_A-2021-03157,atip-files/CBSA ATIPS/CBSA_A-2021-03157.pdf,"Records of all correspondence from December 1, 2020 to February 11, 2021, sent by the President of the Canada Border Services Agency, including letters plus attachments signed and sent. This exclude letters or other correspondence containing personal information.

Toute la correspondance envoyée par le président de l’Agence des services frontaliers du Canada entre le 1er décembre 2020 et le 11 février 2021, y compris les lettres et les pièces jointes signées et envoyées. Exclure les lettres ou la correspondance renfermant des renseignements personnels.",A-2021-03157,Canada Border Services Agency | Agence des services frontaliers du Canada,2021-10,TRUE,TRUE,text,TRUE,TRUE
CBSA_A-2021-03227,atip-files/CBSA ATIPS/CBSA_A-2021-03227.pdf,"Statistics from January 1, 2010 to December 31, 2019, concerning annual revenues, minus operating costs, submitted to the Federal government from the Carway-Peigan and Coutts-Sweetgrass Canadian border crossings by revenue type, including: duties, taxes, penalties, and duty free shop.

Les statistiques du 1er janvier 2010 au 31 décembre 2019 concernant les recettes annuelles, moins les coûts d’exploitation, présentées au gouvernement fédéral par les postes frontaliers canadiens de Carway-Peigan et Coutts-Sweetgrass, par type de revenus, y compris les droits, les taxes, les pénalités et les boutiques hors taxes.",A-2021-03227,Canada Border Services Agency | Agence des services frontaliers du Canada,2021-03,TRUE,TRUE,text,TRUE,TRUE
CBSA_A-2021-03421,atip-files/CBSA ATIPS/CBSA_A-2021-03421.xlsx,"Trade related statistics from January 1, 2018 to February 16, 2021, including the following data fields: trade case identification, review type, program date in the Canada Border Services Agency, date in Recourse Directorate, goods date, open date, decision outcome, decision details, original tariff class, appellant's classification, and the President's decision classification.

Statistiques liées aux échanges commerciaux du 1er janvier 2018 au 16 février 2021, comprenant les champs de données suivants : identification du cas commercial, type d’examen, date du programme à l’Agence des services frontaliers du Canada, date relative à la Direction des recours, date relative aux marchandises, date d’ouverture, issue de la décision, détails de la décision, classement tarifaire initial, classement de l’appelant et classement de la décision du président.",A-2021-03421,Canada Border Services Agency | Agence des services frontaliers du Canada,2021-04,TRUE,TRUE,data,TRUE,TRUE
CBSA_A-2021-03653,atip-files/CBSA ATIPS/CBSA_A-2021-03653.pdf,"Operational bulletins, rulings, directives, policies and guidelines pertaining to the administration of Leave Without Pay (LWOP) requests including the decisions of the Canada Border Services Agency (CBSA) Labour Relations division, recommendations or directives, or policies on the administration of LWOP. Additionally, decisions or guidance from the CBSA Labour Relations or Human Relations division on interpretation of continuation or continuous period of LWOP.

Bulletins opérationnels, décisions, directives, politiques et lignes directrices concernant l’administration des demandes de congé non payé (CNP), y compris les décisions de la Division des relations de travail de l’Agence des services frontaliers du Canada (ASFC), les recommandations ou directives, ou les politiques relatives à l’administration des CNP. De plus, les décisions ou les directives de la Division des relations de travail ou de la Division des relations humaines de l’ASFC concernant l’interprétation de la prolongation ou de la période continue d'un CNP.",A-2021-03653,Canada Border Services Agency | Agence des services frontaliers du Canada,2021-08,TRUE,TRUE,text,TRUE,TRUE
CBSA_A-2021-03727,atip-files/CBSA ATIPS/CBSA_A-2021-03727.pdf,"Annual statistics from January 1 to December 31, 2020, regarding calls made to the Warrant Response Centre (WRC) broken down by the law enforcement agency that called the WRC and reasons for the call. Additionally, a list of definitions of the various call reasons and the data for the City of Montreal Police force broken down by month.

Statistiques annuelles du 1er janvier au 31 décembre 2020 concernant les appels faits au Centre de confirmation des mandats (CCM), ventilées selon l’organisme d'exécution de la loi qui a appelé le CCM et les raisons de l’appel. En outre, une liste de définitions des différents motifs d’appel et les données du Service de police de la Ville de Montréal ventilées par mois.",A-2021-03727,Canada Border Services Agency | Agence des services frontaliers du Canada,2021-05,TRUE,TRUE,text,TRUE,TRUE
CBSA_A-2021-03732,atip-files/CBSA ATIPS/CBSA_A-2021-03732.pdf,"Statistics on international travellers on study permits entering Canada from July 31, 2020 to February 22, 2021, broken down by nationality, date of entry, point of entry, if point of entry was by land/water/air, and whether student was approved or denied entry, and if applicable, reason for denied entry. This excludes any records requiring consultation with external parties or that contain personal information.

Les statistiques sur les voyageurs internationaux ayant un permis d’études entrés au Canada du 31 juillet 2020 au 22 février 2021, ventilées par nationalité, date d’entrée, bureau d’entrée, selon la nature du bureau d’entrée (terrestre/maritime/aérien), et selon que l’entrée de l’étudiant ait été approuvée ou refusée, et, le cas échéant, la raison du refus d’entrée. Sont exclus les documents nécessitant une consultation avec des parties externes ou contenant des renseignements personnels.",A-2021-03732,Canada Border Services Agency | Agence des services frontaliers du Canada,2021-03,TRUE,TRUE,text,TRUE,TRUE
CBSA_A-2021-03917,atip-files/CBSA ATIPS/CBSA_A-2021-03917.pdf,"Statistics from March 1, 2020 to February 24, 2021, concerning medical materials, equipment and drugs that fall under the categories of ""Medical, Musical and Scientific"" and ""Pharmacy and Medicine"" that were seized when entering Canada. This would include items such as: ventilators, respirators, masks, drugs and vaccines. Also, the reasons for the seizure of these items including: fake material, fake equipment or fake drugs.

Statistiques du 1er mars 2020 au 24 février 2021 sur les matériaux ou les équipements médicaux et les médicaments faisant partie des catégories ""Médical, musical et scientifique"" et ""pharmacie et médecine"" qui ont été saisis à l'entrée au Canada. Cela comprend des marchandises comme des ventilateurs, des respirateurs, des masques, des médicaments et des vaccins. Aussi, les raisons pour lesquelles ces articles ont été saisis, par exemple parce qu'il s'agissait de faux matériaux, de faux équipements ou de faux médicaments.",A-2021-03917,Canada Border Services Agency | Agence des services frontaliers du Canada,2021-06,TRUE,TRUE,text,TRUE,TRUE
CBSA_A-2021-03956,atip-files/CBSA ATIPS/CBSA_A-2021-03956.pdf,"Records from January 1, 2014 to December 31, 2020: on a fiscal year basis the aggregate number of days spent in immigration detention by people who have been detained for at least 365 days. For the same time period on a fiscal year basis: the number of people, and the aggregate number of days spent in immigration detention by people with a pending Refugee Protection Division claim or a Refugee Appeal Division appeal as compared to those pending a Pre-Removal Risk Assessment.

Les documents du 1er janvier 2014 au 31 décembre 2020, sur le nombre total, par exercice, de jours passés en détention liée à l’immigration pour les personnes qui ont été détenues pendant au moins 365 jours. Pour la même période et toujours par exercice financier : le nombre de personnes et le nombre total de jours passés en détention liée à l’immigration par des personnes ayant une demande en attente auprès de la Section de la protection des réfugiés ou un appel auprès de la Section d’appel des réfugiés par rapport à celles qui sont en attente d’une évaluation des risques avant renvoi.",A-2021-03956,Canada Border Services Agency | Agence des services frontaliers du Canada,2021-03,TRUE,TRUE,text,TRUE,TRUE
